date,year,month,day,artist,mix_title,full_title
1998-02-08,1998,02,08,Freestylers,Essential Mix,1998-02-08 - Freestylers - Essential Mix
1998-02-15,1998,02,15,Ian Pooley,Essential Mix,1998-02-15 - Ian Pooley - Essential Mix
1998-02-22,1998,02,22,"Carl Cox @ Royal Exhibition Building, Melbourne, Australia",Essential Mix,"1998-02-22 - Carl Cox @ Royal Exhibition Building, Melbourne, Australia - Essential Mix"
1998-03-01,1998,03,01,DJ Paulette,Essential Mix,1998-03-01 - DJ Paulette - Essential Mix
1998-03-08,1998,03,08,Air,Essential Mix (Part 1),1998-03-08 - Air - Essential Mix (Part 1)
1998-03-15,1998,03,15,Air,Essential Mix (Part 2),1998-03-15 - Air - Essential Mix (Part 2)
1998-03-22,1998,03,22,"Pete Tong @ The Tunnel, Glasgow, UK",Essential Mix,"1998-03-22 - Pete Tong @ The Tunnel, Glasgow, UK - Essential Mix"
1998-04-05,1998,04,05,Terry Francis,Essential Mix,1998-04-05 - Terry Francis - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-04-12 - Judge Jules, John Digweed @ Slinky, Bournemouth International Centre (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-04-19 - Carl Cox @ Unknown Gig, St. Petersburg (Essential Mix)"
1998-04-26,1998,04,26,Craig & Huggy Burger Queen,Essential Mix,1998-04-26 - Craig & Huggy Burger Queen - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-05-02 - Pete Tong, Sasha, Paul Oakenfold @ Creamfields (Essential Mix)"
1998-05-10,1998,05,10,Ashley Beedle,Essential Mix,1998-05-10 - Ashley Beedle - Essential Mix
1998-05-17,1998,05,17,"Carl Cox @ Club Asta, Den Haag",Essential Mix,"1998-05-17 - Carl Cox @ Club Asta, Den Haag - Essential Mix"
1998-05-24,1998,05,24,Scott Bond,Essential Mix,1998-05-24 - Scott Bond - Essential Mix
1998-05-31,1998,05,31,Harvey,Essential Mix,1998-05-31 - Harvey - Essential Mix
1998-06-07,1998,06,07,Jeff Mills,Essential Mix,1998-06-07 - Jeff Mills - Essential Mix
1998-06-14,1998,06,14,"Carl Cox @ Nightwave, Cocorico, Rimini, Italy",Essential Mix,"1998-06-14 - Carl Cox @ Nightwave, Cocorico, Rimini, Italy - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-06-21 - Pete Tong, Judge Jules @ Gatecrasher, Lotherton Hall, Leeds, UK (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-06-28 - Billy Nasty, Darren Emerson @ Glastonbury Festival (Essential Mix)"
1998-07-05,1998,07,05,Tony De Vit,Essential Mix,1998-07-05 - Tony De Vit - Essential Mix
1998-07-12,1998,07,12,Deep Dish,Essential Mix,1998-07-12 - Deep Dish - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-07-11 - Carl Cox @ LoveParade Truck, Berlin (Essential Mix, 1998-07-19)"
1998-07-26,1998,07,26,Man With No Name,Essential Mix,1998-07-26 - Man With No Name - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-08-01 - Carl Cox @ Space, Ibiza (Essential Mix, 2015-07-27)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-08-02 - Danny Rampling, Pete Tong, Judge Jules @ Manumission, Privilege, Ibiza (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-08-01 - Carl Cox @ Space, Ibiza (Essential Mix, 1998-08-09)"
1998-08-16,1998,08,16,Full Intention,Essential Mix,1998-08-16 - Full Intention - Essential Mix
1998-08-23,1998,08,23,DJ Dan,Essential Mix,1998-08-23 - DJ Dan - Essential Mix
1998-08-30,1998,08,30,"Jon Carter, Pete Tong @ Mixmag & Slinky Party, Brighton, UK",Essential Mix,"1998-08-30 - Jon Carter, Pete Tong @ Mixmag & Slinky Party, Brighton, UK - Essential Mix"
1998-09-06,1998,09,06,187 Lockdown,Essential Mix,1998-09-06 - 187 Lockdown - Essential Mix
1998-09-13,1998,09,13,DJ Rap,Essential Mix,1998-09-13 - DJ Rap - Essential Mix
1998-09-20,1998,09,20,"Carl Cox @ The LoveParade, Salle Wegram, France",Essential Mix,"1998-09-20 - Carl Cox @ The LoveParade, Salle Wegram, France - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-09-27 - DJ Sonique, Pete Tong @ Que Club, Birmingham, UK (Essential Mix)"
1998-10-04,1998,10,04,Lottie,Essential Mix,1998-10-04 - Lottie - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-10-11 - Pete Tong, Paul Oakenfold @ 6 Years Cream, Liverpool (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-10-18 - Carl Cox @ Zouk, Singapore (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1998-10-25 - Judge Jules, Pete Tong, Danny Rampling @ Sound City '98, Newcastle (Essential Mix)"
1998-11-01,1998,11,01,Bob Sinclar,Essential Mix,1998-11-01 - Bob Sinclar - Essential Mix
1998-11-08,1998,11,08,Dope Smugglaz,Essential Mix,1998-11-08 - Dope Smugglaz - Essential Mix
1998-11-15,1998,11,15,David Holmes,Essential Mix,1998-11-15 - David Holmes - Essential Mix
1998-11-22,1998,11,22,Carl Cox in Mexico City,Essential Mix,1998-11-22 - Carl Cox in Mexico City - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-11-29 - Pete Tong @ Royal Highland Exhibition Hall, Edinburgh, UK (Essential Mix)"
1998-12-06,1998,12,06,Norman Cook,Essential Mix,1998-12-06 - Norman Cook - Essential Mix
1998-12-13,1998,12,13,Ricky Morrison & Fran Sidoli (M&S),Essential Mix,1998-12-13 - Ricky Morrison & Fran Sidoli (M&S) - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1998-12-20 - Carl Cox @ The Cornwall Coliseum, St. Austel, UK (Essential Mix)"
1998-12-27,1998,12,27,Steve Lawler,Essential Mix,1998-12-27 - Steve Lawler - Essential Mix
1998-12-31,1998,12,31,"VA @ NYE, UK",Essential Mix,"1998-12-31 - VA @ NYE, UK - Essential Mix"
1999-01-03,1999,01,03,Scott Bond,Essential Mix,1999-01-03 - Scott Bond - Essential Mix
1999-01-10,1999,01,10,Pete Heller & Terry Farley,Essential Mix,1999-01-10 - Pete Heller & Terry Farley - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-01-17 - Paul Oakenfold @ Home, Sydney (Essential Mix)"
1999-01-24,1999,01,24,"Carl Cox @ Twilo, New York",Essential Mix,"1999-01-24 - Carl Cox @ Twilo, New York - Essential Mix"
1999-01-31,1999,01,31,Cassius,Essential Mix,1999-01-31 - Cassius - Essential Mix
1999-02-07,1999,02,07,Ed Rush & Optical,Essential Mix,1999-02-07 - Ed Rush & Optical - Essential Mix
1999-02-14,1999,02,14,"Darren Emerson, Sasha",Essential Mix @ The Red Box / Lush!,"1999-02-14 - Darren Emerson, Sasha - Essential Mix @ The Red Box / Lush!"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-02-21 - Paul Oakenfold @ Joni's, Havana, Cuba (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-02-28 - Jim Masters, Carl Cox @ Velvet Underground, London (Essential Mix)"
1999-03-07,1999,03,07,Mark Lewis,Essential Mix,1999-03-07 - Mark Lewis - Essential Mix
1999-03-14,1999,03,14,Murk,Essential Mix,1999-03-14 - Murk - Essential Mix
1999-03-21,1999,03,21,Dave Angel,Essential Mix,1999-03-21 - Dave Angel - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-03-28 - Paul Oakenfold @ Shadow Lounge, Miami, WMC (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-04-04 - Pete Tong, Paul van Dyk @ The Gallery, Turmills, London (Essential Mix)"
1999-04-11,1999,04,11,"Carl Cox @ 7 Years Renaissance, Nottingham",Essential Mix,"1999-04-11 - Carl Cox @ 7 Years Renaissance, Nottingham - Essential Mix"
1999-04-18,1999,04,18,Todd Terry,Essential Mix,1999-04-18 - Todd Terry - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-04-25 - Paul Oakenfold @ Museum, Buenos Aires, Argentina (Essential Mix)"
1999-05-02,1999,05,02,Basement Jaxx,Essential Mix,1999-05-02 - Basement Jaxx - Essential Mix
1999-05-09,1999,05,09,Tall Paul,Essential Mix,1999-05-09 - Tall Paul - Essential Mix
1999-05-16,1999,05,16,"John Digweed @ Twilo, New York",Essential Mix,"1999-05-16 - John Digweed @ Twilo, New York - Essential Mix"
1999-05-23,1999,05,23,Freddy Fresh,Essential Mix,1999-05-23 - Freddy Fresh - Essential Mix
1999-05-30,1999,05,30,"Sasha, Pete Tong, Paul Oakenfold @ Homelands",Essential Mix,"1999-05-30 - Sasha, Pete Tong, Paul Oakenfold @ Homelands - Essential Mix"
1999-06-06,1999,06,06,Carl Cox (South Africa),Essential Mix,1999-06-06 - Carl Cox (South Africa) - Essential Mix
1999-06-13,1999,06,13,Erick Morillo,Essential Mix,1999-06-13 - Erick Morillo - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-06-20 - Pete Tong, Paul Oakenfold, Judge Jules @ Gatecrasher, Lotherton Hall, Leeds, UK (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-06-27 - Carl Cox @ Gatecrasher, Lotherton Hall (Essential Mix)"
1999-07-04,1999,07,04,The Sharp Boys,Essential Mix,1999-07-04 - The Sharp Boys - Essential Mix
1999-07-11,1999,07,11,Darren Emerson,Essential Mix,1999-07-11 - Darren Emerson - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-07-10 - Carl Cox, Sven Väth @ LoveParade, Berlin (Essential Mix, 1999-07-18)"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-07-25 - Paul Oakenfold @ Home, Space, Ibiza (Essential Mix)"
1999-08-01,1999,08,01,Seb Fontaine,Essential Mix,1999-08-01 - Seb Fontaine - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-08-08 - Danny Rampling, Pete Tong, Judge Jules @ Pacha, Ibiza (Essential Mix)"
1999-08-15,1999,08,15,Carl Cox (Space),Essential Mix,1999-08-15 - Carl Cox (Space) - Essential Mix
1999-08-22,1999,08,22,Carl Cox (Space),Essential Mix,1999-08-22 - Carl Cox (Space) - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-08-29 - Pete Tong, Seb Fontaine, Paul Oakenfold @ Creamfields (Essential Mix)"
1999-09-05,1999,09,05,Frankie Knuckles (Back2Basics),Essential Mix,1999-09-05 - Frankie Knuckles (Back2Basics) - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-07-04 - Carl Cox @ Metro, Chicago (Essential Mix, 1999-09-12)"
1999-09-19,1999,09,19,Layo & Bushwacka!,Essential Mix,1999-09-19 - Layo & Bushwacka! - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-09-26 - Paul Oakenfold @ Rojam, Shanghai (Essential Mix)"
1999-10-03,1999,10,03,Nick Warren,Essential Mix,1999-10-03 - Nick Warren - Essential Mix
1999-10-10,1999,10,10,"Carl Cox (Street Parade, Malta)",Essential Mix,"1999-10-10 - Carl Cox (Street Parade, Malta) - Essential Mix"
1999-10-17,1999,10,17,Basement Jaxx,Essential Mix,1999-10-17 - Basement Jaxx - Essential Mix
1999-10-24,1999,10,24,"Pete Tong, Seb Fontaine @ Cream, Liverpool, UK",Essential Mix,"1999-10-24 - Pete Tong, Seb Fontaine @ Cream, Liverpool, UK - Essential Mix"
1999-10-31,1999,10,31,"Paul Oakenfold @ Home, London",Essential Mix,"1999-10-31 - Paul Oakenfold @ Home, London - Essential Mix"
1999-11-07,1999,11,07,"Judge Jules (3 Years Sundissential, Birmingham)",Essential Mix,"1999-11-07 - Judge Jules (3 Years Sundissential, Birmingham) - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"1999-11-14 - Carl Cox @ The End, London (Essential Mix)"
1999-11-21,1999,11,21,Norman Jay,Essential Mix,1999-11-21 - Norman Jay - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"1999-11-28 - Paul Oakenfold @ The University, Liverpool, UK (Essential Mix)"
1999-12-05,1999,12,05,Judge Jules,Essential Mix,1999-12-05 - Judge Jules - Essential Mix
1999-12-12,1999,12,12,DJ Dan,Essential Mix,1999-12-12 - DJ Dan - Essential Mix
1999-12-19,1999,12,19,Jim Masters,Essential Mix,1999-12-19 - Jim Masters - Essential Mix
1999-12-26,1999,12,26,Harvey,Essential Mix,1999-12-26 - Harvey - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,1999-12-31 - VA @ The Essential Millennium (Essential Mix)
unknown,unknown,unknown,unknown,unknown,unknown,2000 - François K - Essential Mix
2000-01-02,2000,01,02,Mr. C,Essential Mix,2000-01-02 - Mr. C - Essential Mix
2000-01-09,2000,01,09,Scott Bond,Essential Mix,2000-01-09 - Scott Bond - Essential Mix
2000-01-16,2000,01,16,Dave Clarke,Essential Mix,2000-01-16 - Dave Clarke - Essential Mix
2000-01-23,2000,01,23,Guy Ornadel,Essential Mix,2000-01-23 - Guy Ornadel - Essential Mix
2000-01-30,2000,01,30,Laurent Garnier,Essential Mix,2000-01-30 - Laurent Garnier - Essential Mix
2000-02-06,2000,02,06,William Orbit,Essential Mix,2000-02-06 - William Orbit - Essential Mix
2000-02-13,2000,02,13,Paul Oakenfold,Essential Mix,2000-02-13 - Paul Oakenfold - Essential Mix
2000-02-20,2000,02,20,Carl Cox,Essential Mix,2000-02-20 - Carl Cox - Essential Mix
2000-02-27,2000,02,27,Sasha,Essential Mix,2000-02-27 - Sasha - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2000-03-05 - Pete Tong, Carl Cox @ Golden 8th Birthday (Essential Mix)"
2000-03-12,2000,03,12,MJ Cole,Essential Mix,2000-03-12 - MJ Cole - Essential Mix
2000-03-19,2000,03,19,Trevor Rockcliffe,Essential Mix,2000-03-19 - Trevor Rockcliffe - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2000-03 - DJ Sneak @ WMC, Miami (Essential Mix, 2000-03-26)"
2000-04-02,2000,04,02,"Jazzy M, Nicky Holloway @ Southcoast Weekender",Essential Mix,"2000-04-02 - Jazzy M, Nicky Holloway @ Southcoast Weekender - Essential Mix"
2000-04-09,2000,04,09,Parks & Wilson,Essential Mix,2000-04-09 - Parks & Wilson - Essential Mix
2000-04-16,2000,04,16,Leftfield,Essential Mix,2000-04-16 - Leftfield - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2000-04-23 - Paul van Dyk @ Home, London, Essential Mix"
2000-04-30,2000,04,30,Roger Sanchez,Essential Mix,2000-04-30 - Roger Sanchez - Essential Mix
2000-05-07,2000,05,07,Judge Jules,Essential Mix,2000-05-07 - Judge Jules - Essential Mix
2000-05-14,2000,05,14,Stewart Rowell,Essential Mix,2000-05-14 - Stewart Rowell - Essential Mix
2000-05-21,2000,05,21,Paul Oakenfold,Essential Mix,2000-05-21 - Paul Oakenfold - Essential Mix
2000-05-28,2000,05,28,VA @ Homelands,Essential Mix,2000-05-28 - VA @ Homelands - Essential Mix
2000-06-04,2000,06,04,Rocky,Essential Mix,2000-06-04 - Rocky - Essential Mix
2000-06-11,2000,06,11,Cut And Paste,Essential Mix,2000-06-11 - Cut And Paste - Essential Mix
2000-06-18,2000,06,18,"Sasha, Seb Fontaine @ Gatecrasher",Essential Mix,"2000-06-18 - Sasha, Seb Fontaine @ Gatecrasher - Essential Mix"
2000-06-25,2000,06,25,"Fatboy Slim, Justin Robertson @ Glastonbury Festival",Essential Mix,"2000-06-25 - Fatboy Slim, Justin Robertson @ Glastonbury Festival - Essential Mix"
2000-07-02,2000,07,02,"The Sharp Boys, Alan Thompson",Essential Mix,"2000-07-02 - The Sharp Boys, Alan Thompson - Essential Mix"
2000-07-09,2000,07,09,"Pete Tong, Timo Maas, David Morales @ LoveParade, Leeds",Essential Mix,"2000-07-09 - Pete Tong, Timo Maas, David Morales @ LoveParade, Leeds - Essential Mix"
2000-07-16,2000,07,16,Steve Lawler,Essential Mix,2000-07-16 - Steve Lawler - Essential Mix
2000-07-23,2000,07,23,Dreem Teem,Essential Mix,2000-07-23 - Dreem Teem - Essential Mix
2000-07-30,2000,07,30,Luke Neville,Essential Mix,2000-07-30 - Luke Neville - Essential Mix
2000-08-06,2000,08,06,"VA @ Amnesia & Space, Ibiza",Essential Mix,"2000-08-06 - VA @ Amnesia & Space, Ibiza - Essential Mix"
2000-08-13,2000,08,13,"Pete Tong, Carl Cox @ Space Terrace, Ibiza",Essential Mix,"2000-08-13 - Pete Tong, Carl Cox @ Space Terrace, Ibiza - Essential Mix"
2000-08-20,2000,08,20,Norman Jay,Essential Mix,2000-08-20 - Norman Jay - Essential Mix
2000-08-27,2000,08,27,"Pete Tong, Paul Oakenfold, Seb Fontaine @ Creamfields",Essential Mix,"2000-08-27 - Pete Tong, Paul Oakenfold, Seb Fontaine @ Creamfields - Essential Mix"
2000-09-03,2000,09,03,"Danny Rampling @ Angels Of Love, Napoli, Italy",Essential Mix,"2000-09-03 - Danny Rampling @ Angels Of Love, Napoli, Italy - Essential Mix"
2000-09-10,2000,09,10,Josh Wink,Essential Mix,2000-09-10 - Josh Wink - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2000-09-17 - Frankie Knuckles @ Pacha, Ibiza (Essential Mix)"
2000-09-24,2000,09,24,David Holmes,Essential Mix,2000-09-24 - David Holmes - Essential Mix
2000-10-01,2000,10,01,Lisa Lashes,Essential Mix,2000-10-01 - Lisa Lashes - Essential Mix
2000-10-08,2000,10,08,"Pete Tong, Chris Fortier",Essential Mix,"2000-10-08 - Pete Tong, Chris Fortier - Essential Mix"
2000-10-15,2000,10,15,Rhythm Masters,Essential Mix,2000-10-15 - Rhythm Masters - Essential Mix
2000-10-22,2000,10,22,"Pete Tong, Timo Maas @ Time Flies, Cardiff Ice Rink, Wales",Essential Mix,"2000-10-22 - Pete Tong, Timo Maas @ Time Flies, Cardiff Ice Rink, Wales - Essential Mix"
2000-10-29,2000,10,29,Dave Clarke,Essential Mix,2000-10-29 - Dave Clarke - Essential Mix
2000-11-05,2000,11,05,Christian Smith,Essential Mix,2000-11-05 - Christian Smith - Essential Mix
2000-11-12,2000,11,12,Lee Burridge & Craig Richards,Essential Mix,2000-11-12 - Lee Burridge & Craig Richards - Essential Mix
2000-11-19,2000,11,19,Slam @ Bugged Out Weekender,Essential Mix,2000-11-19 - Slam @ Bugged Out Weekender - Essential Mix
2000-11-26,2000,11,26,John '00' Fleming,Essential Mix,2000-11-26 - John '00' Fleming - Essential Mix
2000-12-03,2000,12,03,Mauro Picotto,Essential Mix,2000-12-03 - Mauro Picotto - Essential Mix
2000-12-10,2000,12,10,"Pete Tong, Alex Anderson @ Colours, Arches, Glasgow",Essential Mix,"2000-12-10 - Pete Tong, Alex Anderson @ Colours, Arches, Glasgow - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2000 - Paul van Dyk @ Casino, Berlin (Essential Mix, 2000-12-17)"
2000-12-24,2000,12,24,Erick Morillo & Harry 'Choo Choo' Romero,Essential Mix,2000-12-24 - Erick Morillo & Harry 'Choo Choo' Romero - Essential Mix
2000-12-31,2000,12,31,"VA @ NYE, UK",Essential Mix,"2000-12-31 - VA @ NYE, UK - Essential Mix"
2001-01-07,2001,01,07,"Pete Tong, Sasha @ Home, Bondi Beach, Australia",Essential Mix,"2001-01-07 - Pete Tong, Sasha @ Home, Bondi Beach, Australia - Essential Mix"
2001-01-14,2001,01,14,Fergie,Essential Mix,2001-01-14 - Fergie - Essential Mix
2001-01-21,2001,01,21,Paul Jackson,Essential Mix,2001-01-21 - Paul Jackson - Essential Mix
2001-01-28,2001,01,28,X-Press 2,Essential Mix,2001-01-28 - X-Press 2 - Essential Mix
2001-02-04,2001,02,04,Jan Driver,Essential Mix,2001-02-04 - Jan Driver - Essential Mix
2001-02-11,2001,02,11,Doc Martin,Essential Mix,2001-02-11 - Doc Martin - Essential Mix
2001-02-18,2001,02,18,Scott Bond,Essential Mix,2001-02-18 - Scott Bond - Essential Mix
2001-02-25,2001,02,25,"Steve Lawler @ Passion, Coalville, UK",Essential Mix,"2001-02-25 - Steve Lawler @ Passion, Coalville, UK - Essential Mix"
2001-03-04,2001,03,04,Lucien Foort,Essential Mix,2001-03-04 - Lucien Foort - Essential Mix
2001-03-11,2001,03,11,Billy Nasty,Essential Mix,2001-03-11 - Billy Nasty - Essential Mix
2001-03-18,2001,03,18,"Pete Tong, Dave Seaman @ Kelly's, Portrush, Ireland",Essential Mix,"2001-03-18 - Pete Tong, Dave Seaman @ Kelly's, Portrush, Ireland - Essential Mix"
2001-03-25,2001,03,25,Anne Savage,Essential Mix,2001-03-25 - Anne Savage - Essential Mix
2001-04-01,2001,04,01,"Carl Cox @ Space, Miami, WMC",Essential Mix,"2001-04-01 - Carl Cox @ Space, Miami, WMC - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2001-04-08 - Derrick Carter, Pete Tong @ Red No.5, Chicago, Essential Mix"
2001-04-15,2001,04,15,"Josh Wink, Dave Clarke @ Headstart, Turnmills, London, UK",Essential Mix,"2001-04-15 - Josh Wink, Dave Clarke @ Headstart, Turnmills, London, UK - Essential Mix"
2001-04-22,2001,04,22,"Richie Hawtin @ Tribal Session, Manchester",Essential Mix,"2001-04-22 - Richie Hawtin @ Tribal Session, Manchester - Essential Mix"
2001-04-29,2001,04,29,Agnelli & Nelson,Essential Mix,2001-04-29 - Agnelli & Nelson - Essential Mix
2001-05-06,2001,05,06,"Fergie @ Godskitchen, Leeds",Essential Mix,"2001-05-06 - Fergie @ Godskitchen, Leeds - Essential Mix"
2001-05-13,2001,05,13,Tom Middleton,Essential Mix,2001-05-13 - Tom Middleton - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2001-05-20 - Timo Maas @ Planet Love, Belfast (Essential Mix)"
2001-05-27,2001,05,27,"Pete Tong, Layo & Bushwacka!, John Digweed (Homelands)",Essential Mix,"2001-05-27 - Pete Tong, Layo & Bushwacka!, John Digweed (Homelands) - Essential Mix"
2001-06-03,2001,06,03,Slam,Essential Mix,2001-06-03 - Slam - Essential Mix
2001-06-10,2001,06,10,Sander Kleinenberg,Essential Mix,2001-06-10 - Sander Kleinenberg - Essential Mix
2001-06-17,2001,06,17,"Paul van Dyk, Judge Jules @ Gatecrasher",Essential Mix,"2001-06-17 - Paul van Dyk, Judge Jules @ Gatecrasher - Essential Mix"
2001-06-24,2001,06,24,DJ Pippi,Essential Mix,2001-06-24 - DJ Pippi - Essential Mix
2001-07-01,2001,07,01,Frankie Knuckles,Essential Mix,2001-07-01 - Frankie Knuckles - Essential Mix
2001-07-08,2001,07,08,Carl Cox,Essential Mix,2001-07-08 - Carl Cox - Essential Mix
2001-07-15,2001,07,15,King Unique,Essential Mix,2001-07-15 - King Unique - Essential Mix
2001-07-21,2001,07,21,VA @ The Love Weekender,Essential Mix,2001-07-21 - VA @ The Love Weekender - Essential Mix
2001-07-22,2001,07,22,VA @ The Love Weekender,Essential Mix,2001-07-22 - VA @ The Love Weekender - Essential Mix
2001-07-29,2001,07,29,Fergie,Essential Mix,2001-07-29 - Fergie - Essential Mix
2001-08-05,2001,08,05,"Seb Fontaine, Pete Tong, Darren Emerson @ Privilege, Ibiza",Essential Mix,"2001-08-05 - Seb Fontaine, Pete Tong, Darren Emerson @ Privilege, Ibiza - Essential Mix"
2001-08-12,2001,08,12,"Pete Tong @ Space, Ibiza",Essential Mix,"2001-08-12 - Pete Tong @ Space, Ibiza - Essential Mix"
2001-08-19,2001,08,19,Oliver Lieb,Essential Mix,2001-08-19 - Oliver Lieb - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2001-08-26 - VA @ Creamfields, Essential Mix"
2001-09-02,2001,09,02,"Silicone Soul, Craig Morrison",Essential Mix,"2001-09-02 - Silicone Soul, Craig Morrison - Essential Mix"
2001-09-09,2001,09,09,Tiësto,Essential Mix,2001-09-09 - Tiësto - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2001-09-08 - Victor Calderone @ Tribal Sessions, Sankeys, Manchester (Essential Mix, 2001-09-16)"
2001-09-23,2001,09,23,Basement Jaxx,Essential Mix,2001-09-23 - Basement Jaxx - Essential Mix
2001-09-30,2001,09,30,Nick Warren,Essential Mix,2001-09-30 - Nick Warren - Essential Mix
2001-10-07,2001,10,07,"Danny Rampling, Benji Candelario",Essential Mix,"2001-10-07 - Danny Rampling, Benji Candelario - Essential Mix"
2001-10-14,2001,10,14,Sander Kleinenberg,Essential Mix,2001-10-14 - Sander Kleinenberg - Essential Mix
2001-10-21,2001,10,21,Tom Stephan,Essential Mix,2001-10-21 - Tom Stephan - Essential Mix
2001-10-28,2001,10,28,"Fergie, Paul Oakenfold @ One Live, Birmingham, UK",Essential Mix,"2001-10-28 - Fergie, Paul Oakenfold @ One Live, Birmingham, UK - Essential Mix"
2001-11-04,2001,11,04,Ricky Montanari,Essential Mix,2001-11-04 - Ricky Montanari - Essential Mix
2001-11-11,2001,11,11,John '00' Fleming,Essential Mix,2001-11-11 - John '00' Fleming - Essential Mix
2001-11-18,2001,11,18,James Holroyd,Essential Mix,2001-11-18 - James Holroyd - Essential Mix
2001-11-25,2001,11,25,Jason Bye,Essential Mix,2001-11-25 - Jason Bye - Essential Mix
2001-12-02,2001,12,02,Richard Dorfmeister,Essential Mix,2001-12-02 - Richard Dorfmeister - Essential Mix
2001-12-09,2001,12,09,Stanton Warriors,Essential Mix,2001-12-09 - Stanton Warriors - Essential Mix
2001-12-16,2001,12,16,Jo Mills,Essential Mix,2001-12-16 - Jo Mills - Essential Mix
2001-12-23,2001,12,23,Cass & Slide,Essential Mix,2001-12-23 - Cass & Slide - Essential Mix
2001-12-30,2001,12,30,Judge Jules,Essential Mix,2001-12-30 - Judge Jules - Essential Mix
2002-01-06,2002,01,06,UNKLE,Essential Mix,2002-01-06 - UNKLE - Essential Mix
2002-01-13,2002,01,13,H-Foundation,Essential Mix,2002-01-13 - H-Foundation - Essential Mix
2002-01-20,2002,01,20,James Holden,Essential Mix,2002-01-20 - James Holden - Essential Mix
2002-01-27,2002,01,27,Misstress Barbara,Essential Mix,2002-01-27 - Misstress Barbara - Essential Mix
2002-02-03,2002,02,03,Jori Hulkkonen,Essential Mix,2002-02-03 - Jori Hulkkonen - Essential Mix
2002-02-10,2002,02,10,Yousef,Essential Mix,2002-02-10 - Yousef - Essential Mix
2002-02-17,2002,02,17,Matt Hardwick,Essential Mix,2002-02-17 - Matt Hardwick - Essential Mix
2002-02-24,2002,02,24,Parks & Wilson,Essential Mix,2002-02-24 - Parks & Wilson - Essential Mix
2002-03-03,2002,03,03,Gordon Kaye,Essential Mix,2002-03-03 - Gordon Kaye - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2002-03-04 - Craig Richards, Slam, X-Press 2 @ World DJ Day, fabric, London (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2002-03-05 - Tom Middleton, Andrew Weatherall @ Cargo, London (Essential Mix, 2002-03-10)"
2002-03-17,2002,03,17,James Zabiela,Essential Mix,2002-03-17 - James Zabiela - Essential Mix
2002-03-24,2002,03,24,Donald Glaude,Essential Mix,2002-03-24 - Donald Glaude - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2002-03-23 - Sasha, John Digweed @ Delta Heavy Tour, Miami Arena, WMC (Essential Mix, 2002-04-07)"
2002-04-14,2002,04,14,FC Kahuna,Essential Mix,2002-04-14 - FC Kahuna - Essential Mix
